"";"Version..0...Fixed.Task.";"Task";"Concept";"Att.1...Doppelseitiges.Drucken";"Att.2...Scan.Funktion";"Att.3...Eco.Modus";"Att.4...Kosten.pro.Seite..in.cent.";"Att.5...Heft..und.Lochfunktion";"Att.6...Sterne.Bewertung.von.1..schlecht..bis.5..gut.";"Att.7...Preis"
"2273";48;3;1;2;1;2;2;1;4;3
"2274";48;3;2;1;1;1;2;2;2;2
"2275";48;3;3;1;2;2;2;2;1;1
"2276";48;3;4;2;1;2;1;2;4;5
"2277";48;4;1;1;2;1;2;2;2;5
"2278";48;4;2;1;1;1;1;1;3;5
"2279";48;4;3;1;2;1;1;1;2;5
"2280";48;4;4;2;1;2;3;1;1;5
"2281";48;5;1;1;1;1;2;1;1;5
"2282";48;5;2;2;2;1;3;1;2;2
"2283";48;5;3;2;1;2;2;1;2;1
"2284";48;5;4;1;1;2;3;2;4;5
"2285";48;6;1;1;1;2;3;1;3;3
"2286";48;6;2;1;2;1;1;1;4;4
"2287";48;6;3;1;1;2;2;1;2;2
"2288";48;6;4;2;1;1;1;2;3;1
"2289";48;7;1;2;1;2;2;1;2;4
"2290";48;7;2;1;1;1;2;1;2;1
"2291";48;7;3;2;2;2;1;1;1;4
"2292";48;7;4;2;1;1;3;1;2;1
"2293";48;8;1;2;2;2;1;1;1;3
"2294";48;8;2;2;1;1;1;2;2;3
"2295";48;8;3;1;2;2;2;2;4;2
"2296";48;8;4;2;2;2;2;1;4;1
"2297";48;9;1;2;2;1;1;1;1;1
"2298";48;9;2;2;1;1;2;2;4;4
"2299";48;9;3;2;1;1;3;2;3;5
"2300";48;9;4;2;2;2;1;2;2;4
"2301";48;10;1;1;2;1;3;2;4;5
"2302";48;10;2;1;1;2;1;2;1;3
"2303";48;10;3;2;2;1;3;1;2;2
"2304";48;10;4;2;2;1;1;1;4;2
"2305";48;11;1;2;2;2;1;1;3;3
"2306";48;11;2;1;1;1;2;1;4;2
"2307";48;11;3;1;1;2;1;2;4;5
"2308";48;11;4;2;1;1;1;2;1;5
"2309";48;12;1;1;1;1;2;2;3;3
"2310";48;12;2;2;1;2;2;1;3;4
"2311";48;12;3;1;2;2;3;2;1;5
"2312";48;12;4;2;2;2;1;1;1;1
"2313";49;1;1;2;2;1;2;2;1;3
"2314";49;1;2;1;2;2;3;1;2;1
"2315";49;1;3;1;1;1;1;2;3;5
"2316";49;1;4;1;2;1;1;1;2;3
"2317";49;2;1;1;1;1;3;1;4;1
"2318";49;2;2;2;1;2;2;2;2;3
"2319";49;2;3;2;1;2;3;2;3;2
"2320";49;2;4;1;1;1;3;1;4;2
"2321";49;3;1;1;2;2;2;2;2;4
"2322";49;3;2;1;2;1;3;2;4;2
"2323";49;3;3;1;1;2;3;2;4;4
"2324";49;3;4;2;2;1;3;1;3;4
"2325";49;4;1;1;2;2;3;1;2;5
"2326";49;4;2;1;2;1;3;1;1;1
"2327";49;4;3;2;2;1;2;1;3;3
"2328";49;4;4;1;1;2;1;2;3;5
"2329";49;5;1;1;1;2;2;2;3;4
"2330";49;5;2;1;1;1;3;1;1;2
"2331";49;5;3;1;2;1;3;1;3;2
"2332";49;5;4;1;2;2;1;1;4;1
"2333";49;6;1;2;1;1;3;1;1;1
"2334";49;6;2;1;1;1;3;1;3;1
"2335";49;6;3;1;1;1;1;1;3;4
"2336";49;6;4;1;1;1;1;2;1;1
"2337";49;7;1;2;1;1;1;2;1;5
"2338";49;7;2;1;2;2;2;2;1;2
"2339";49;7;3;1;2;1;3;1;1;2
"2340";49;7;4;2;2;1;1;2;3;4
"2341";49;8;1;2;1;1;3;1;3;2
"2342";49;8;2;1;1;1;3;2;2;1
"2343";49;8;3;2;1;2;3;1;1;3
"2344";49;8;4;2;2;1;2;2;2;3
"2345";49;9;1;2;1;2;1;1;1;2
"2346";49;9;2;2;2;2;1;1;2;2
"2347";49;9;3;2;1;1;2;1;4;5
"2348";49;9;4;2;1;2;3;2;3;4
"2349";49;10;1;2;1;2;1;2;3;1
"2350";49;10;2;1;2;2;3;1;4;2
"2351";49;10;3;2;2;1;1;2;2;3
"2352";49;10;4;1;2;1;1;2;2;4
"2353";49;11;1;1;2;1;3;1;1;4
"2354";49;11;2;2;2;2;2;1;4;5
"2355";49;11;3;1;2;2;1;2;1;1
"2356";49;11;4;2;1;2;1;1;1;5
"2357";49;12;1;1;1;1;3;1;4;2
"2358";49;12;2;2;1;1;1;1;4;4
"2359";49;12;3;1;1;2;1;1;4;2
"2360";49;12;4;1;2;1;3;2;3;2
"2361";50;1;1;2;1;2;1;1;3;5
"2362";50;1;2;1;2;1;2;2;2;1
"2363";50;1;3;1;2;1;1;1;1;5
"2364";50;1;4;2;2;2;1;2;1;3
"2365";50;2;1;1;2;1;3;2;4;2
"2366";50;2;2;2;1;1;2;2;3;2
"2367";50;2;3;1;2;1;2;2;4;3
"2368";50;2;4;1;1;2;2;2;2;2
"2369";50;3;1;1;2;2;3;2;1;3
"2370";50;3;2;2;2;2;2;2;2;5
"2371";50;3;3;2;1;1;1;1;2;4
"2372";50;3;4;1;1;2;3;1;2;3
"2373";50;4;1;2;1;2;2;1;3;2
"2374";50;4;2;2;1;2;3;1;1;3
"2375";50;4;3;1;2;1;3;1;4;5
"2376";50;4;4;2;2;2;1;2;2;1
"2377";50;5;1;1;1;1;3;2;1;1
"2378";50;5;2;1;1;1;1;1;2;4
"2379";50;5;3;2;1;1;3;1;2;3
"2380";50;5;4;2;1;2;1;1;3;2
"2381";50;6;1;1;1;1;3;2;1;2
"2382";50;6;2;2;1;2;1;1;3;3
"2383";50;6;3;1;2;1;2;2;1;2
"2384";50;6;4;1;1;1;2;1;1;3
"2385";50;7;1;2;1;2;2;2;2;2
"2386";50;7;2;1;1;1;3;2;2;1
"2387";50;7;3;2;2;1;3;2;3;3
"2388";50;7;4;1;1;2;1;2;3;3
"2389";50;8;1;1;2;1;3;1;1;4
"2390";50;8;2;1;2;2;1;1;4;4
"2391";50;8;3;2;1;2;1;2;4;3
"2392";50;8;4;2;2;2;1;2;2;1
"2393";50;9;1;1;1;2;3;2;4;2
"2394";50;9;2;2;2;1;2;2;2;3
"2395";50;9;3;2;2;1;2;2;3;2
"2396";50;9;4;1;2;2;3;1;3;4
"2397";50;10;1;1;1;1;2;2;4;5
"2398";50;10;2;2;2;2;3;1;2;5
"2399";50;10;3;1;1;2;1;2;4;1
"2400";50;10;4;1;1;2;2;2;1;1
"2401";50;11;1;2;1;1;3;1;4;4
"2402";50;11;2;1;1;2;3;2;3;5
"2403";50;11;3;2;1;2;3;2;2;4
"2404";50;11;4;1;2;1;3;1;4;3
"2405";50;12;1;2;1;2;2;1;1;3
"2406";50;12;2;1;2;2;1;2;3;1
"2407";50;12;3;2;1;1;1;1;2;4
"2408";50;12;4;2;1;1;1;1;3;3
"2409";51;1;1;2;1;1;3;1;3;5
"2410";51;1;2;2;2;2;3;2;1;2
"2411";51;1;3;2;1;1;3;2;3;3
"2412";51;1;4;2;1;1;1;1;1;5
"2413";51;2;1;2;1;1;3;1;4;5
"2414";51;2;2;2;2;2;2;1;2;3
"2415";51;2;3;2;2;2;2;2;3;3
"2416";51;2;4;1;1;2;2;2;4;5
"2417";51;3;1;1;1;2;1;1;2;2
"2418";51;3;2;1;2;2;3;2;4;3
"2419";51;3;3;1;1;2;1;2;3;3
"2420";51;3;4;1;1;1;1;2;2;1
"2421";51;4;1;1;1;2;3;1;4;4
"2422";51;4;2;1;1;2;3;2;1;5
"2423";51;4;3;2;1;2;3;2;4;3
"2424";51;4;4;1;2;2;1;1;2;4
"2425";51;5;1;2;1;1;1;2;2;3
"2426";51;5;2;1;1;2;1;1;3;4
"2427";51;5;3;2;1;1;1;2;3;5
"2428";51;5;4;1;1;1;1;1;2;5
"2429";51;6;1;1;2;2;3;2;2;4
"2430";51;6;2;1;1;1;2;1;2;2
"2431";51;6;3;1;1;1;1;2;3;2
"2432";51;6;4;2;1;1;3;2;1;4
"2433";51;7;1;1;1;1;3;1;3;5
"2434";51;7;2;2;1;2;1;1;3;3
"2435";51;7;3;1;1;1;3;2;1;4
"2436";51;7;4;2;1;1;2;1;4;5
"2437";51;8;1;2;1;2;1;1;1;4
"2438";51;8;2;1;1;2;1;1;2;5
"2439";51;8;3;1;1;2;3;2;3;4
"2440";51;8;4;2;2;1;1;2;1;5
"2441";51;9;1;1;1;2;3;1;2;1
"2442";51;9;2;2;1;1;1;2;4;2
"2443";51;9;3;2;2;1;2;1;3;2
"2444";51;9;4;2;1;2;1;2;4;1
"2445";51;10;1;2;1;1;1;1;1;4
"2446";51;10;2;2;1;1;2;2;3;4
"2447";51;10;3;2;1;1;2;2;3;1
"2448";51;10;4;2;2;2;1;1;1;2
"2449";51;11;1;1;1;1;1;2;4;1
"2450";51;11;2;2;2;2;1;2;1;3
"2451";51;11;3;1;1;1;1;1;1;1
"2452";51;11;4;1;2;1;1;2;4;3
"2453";51;12;1;1;2;2;1;1;2;3
"2454";51;12;2;1;2;2;1;1;1;2
"2455";51;12;3;1;2;2;3;2;1;4
"2456";51;12;4;2;2;1;2;1;2;2
"2457";52;1;1;2;2;1;2;2;4;2
"2458";52;1;2;1;2;1;1;1;3;4
"2459";52;1;3;2;2;2;3;2;2;4
"2460";52;1;4;2;1;2;2;2;4;1
"2461";52;2;1;1;2;2;2;2;2;3
"2462";52;2;2;2;1;1;2;1;3;5
"2463";52;2;3;1;1;1;2;2;2;3
"2464";52;2;4;2;1;1;1;1;4;4
"2465";52;3;1;2;1;1;1;2;3;5
"2466";52;3;2;2;2;2;1;2;2;2
"2467";52;3;3;1;2;1;2;2;4;1
"2468";52;3;4;1;1;2;3;1;4;2
"2469";52;4;1;1;2;1;1;2;3;4
"2470";52;4;2;2;1;1;3;1;3;1
"2471";52;4;3;1;2;2;3;1;4;2
"2472";52;4;4;1;2;1;2;2;2;5
"2473";52;5;1;1;2;1;3;1;4;5
"2474";52;5;2;1;2;2;1;2;2;1
"2475";52;5;3;1;1;1;3;1;2;1
"2476";52;5;4;1;2;1;1;2;4;3
"2477";52;6;1;1;1;1;3;1;3;1
"2478";52;6;2;2;2;1;2;1;2;5
"2479";52;6;3;2;1;1;2;1;3;1
"2480";52;6;4;1;1;1;1;1;4;5
"2481";52;7;1;1;2;2;2;1;2;1
"2482";52;7;2;2;1;2;3;2;3;4
"2483";52;7;3;1;2;1;1;2;2;5
"2484";52;7;4;2;2;1;2;1;1;5
"2485";52;8;1;2;2;1;3;2;2;2
"2486";52;8;2;1;1;2;2;1;3;3
"2487";52;8;3;2;2;1;1;2;4;4
"2488";52;8;4;1;1;1;3;1;4;3
"2489";52;9;1;1;1;1;2;1;1;3
"2490";52;9;2;1;1;1;3;2;2;1
"2491";52;9;3;1;2;2;3;1;2;4
"2492";52;9;4;2;2;1;3;2;3;5
"2493";52;10;1;2;1;2;3;1;1;4
"2494";52;10;2;2;1;1;3;1;3;4
"2495";52;10;3;2;1;1;2;2;2;3
"2496";52;10;4;1;1;2;2;2;1;1
"2497";52;11;1;2;2;2;3;2;3;5
"2498";52;11;2;1;1;1;2;2;4;2
"2499";52;11;3;1;1;2;1;1;1;4
"2500";52;11;4;2;2;1;2;1;4;3
"2501";52;12;1;1;1;2;2;2;3;2
"2502";52;12;2;1;2;1;3;1;2;5
"2503";52;12;3;2;2;1;3;1;2;2
"2504";52;12;4;1;2;2;2;2;3;3
"2505";53;1;1;2;2;1;2;1;4;5
"2506";53;1;2;1;2;2;3;1;3;5
"2507";53;1;3;2;1;2;2;1;2;5
"2508";53;1;4;1;2;1;2;2;2;5
"2509";53;2;1;2;2;2;1;2;2;3
"2510";53;2;2;1;1;2;1;2;1;2
"2511";53;2;3;2;2;2;2;1;2;5
"2512";53;2;4;2;2;1;1;2;3;5
"2513";53;3;1;2;2;1;2;2;2;1
"2514";53;3;2;1;2;2;3;1;2;4
"2515";53;3;3;2;2;1;2;2;4;5
"2516";53;3;4;2;2;1;2;1;4;4
"2517";53;4;1;2;1;2;2;1;3;2
"2518";53;4;2;1;2;1;3;1;2;4
"2519";53;4;3;2;2;2;3;2;4;4
"2520";53;4;4;1;1;1;2;2;4;2
"2521";53;5;1;2;1;2;2;1;1;3
"2522";53;5;2;2;2;2;1;1;2;1
"2523";53;5;3;2;2;1;3;1;4;1
"2524";53;5;4;1;2;2;1;2;1;5
"2525";53;6;1;2;1;2;1;1;4;2
"2526";53;6;2;1;2;2;1;1;3;2
"2527";53;6;3;1;1;1;2;1;2;4
"2528";53;6;4;1;1;1;3;2;2;1
"2529";53;7;1;1;1;2;2;2;1;5
"2530";53;7;2;2;2;2;3;1;1;2
"2531";53;7;3;1;2;1;1;1;3;1
"2532";53;7;4;2;1;1;1;2;1;2
"2533";53;8;1;2;1;1;2;1;1;3
"2534";53;8;2;1;2;1;2;1;4;1
"2535";53;8;3;2;2;2;2;2;3;5
"2536";53;8;4;2;2;1;1;2;3;3
"2537";53;9;1;1;1;1;3;1;2;4
"2538";53;9;2;1;2;2;1;1;4;3
"2539";53;9;3;1;1;1;1;1;1;1
"2540";53;9;4;1;1;1;3;1;2;2
"2541";53;10;1;2;1;2;3;1;3;4
"2542";53;10;2;1;2;1;1;2;2;5
"2543";53;10;3;1;2;2;1;1;2;1
"2544";53;10;4;1;1;2;3;1;3;4
"2545";53;11;1;2;1;1;1;2;3;5
"2546";53;11;2;2;2;1;3;1;2;1
"2547";53;11;3;1;2;1;2;2;2;5
"2548";53;11;4;1;2;2;2;1;2;5
"2549";53;12;1;2;1;1;1;2;3;3
"2550";53;12;2;2;2;1;2;1;1;2
"2551";53;12;3;1;2;2;2;2;1;5
"2552";53;12;4;1;1;2;3;2;1;5
"2553";54;1;1;1;1;1;2;2;4;5
"2554";54;1;2;1;1;1;2;1;3;3
"2555";54;1;3;1;2;1;1;1;2;1
"2556";54;1;4;1;2;2;1;1;2;3
"2557";54;2;1;1;2;2;3;1;2;5
"2558";54;2;2;2;1;1;3;2;1;3
"2559";54;2;3;2;2;2;3;2;4;4
"2560";54;2;4;1;2;2;1;1;4;4
"2561";54;3;1;1;1;1;3;2;4;4
"2562";54;3;2;1;2;1;2;1;2;4
"2563";54;3;3;2;2;1;1;2;1;5
"2564";54;3;4;1;1;1;1;1;3;5
"2565";54;4;1;2;1;1;3;1;3;4
"2566";54;4;2;1;1;1;2;1;1;5
"2567";54;4;3;2;1;2;2;1;2;5
"2568";54;4;4;2;1;1;3;1;2;5
"2569";54;5;1;2;2;2;3;1;1;1
"2570";54;5;2;1;1;1;3;1;1;5
"2571";54;5;3;1;2;2;2;1;2;5
"2572";54;5;4;1;1;2;2;2;2;2
"2573";54;6;1;1;2;2;3;1;3;1
"2574";54;6;2;1;1;2;3;1;1;5
"2575";54;6;3;1;1;2;2;2;2;3
"2576";54;6;4;2;2;2;3;2;3;1
"2577";54;7;1;1;2;1;3;2;3;4
"2578";54;7;2;2;2;1;3;2;1;5
"2579";54;7;3;2;1;1;1;1;4;4
"2580";54;7;4;1;1;1;3;1;4;3
"2581";54;8;1;2;1;2;1;2;2;2
"2582";54;8;2;2;2;2;2;1;1;2
"2583";54;8;3;2;1;2;1;1;3;3
"2584";54;8;4;2;1;2;3;1;4;1
"2585";54;9;1;2;2;2;3;2;2;5
"2586";54;9;2;2;2;2;2;2;4;5
"2587";54;9;3;1;2;1;3;2;2;2
"2588";54;9;4;1;1;1;3;2;2;2
"2589";54;10;1;2;2;2;2;2;4;2
"2590";54;10;2;2;2;1;3;2;2;1
"2591";54;10;3;1;1;1;1;2;3;4
"2592";54;10;4;2;1;1;2;2;4;4
"2593";54;11;1;2;2;1;3;1;4;5
"2594";54;11;2;1;1;1;1;1;1;5
"2595";54;11;3;1;1;2;3;2;1;5
"2596";54;11;4;2;2;1;3;1;1;1
"2597";54;12;1;1;1;2;2;1;3;5
"2598";54;12;2;1;2;1;3;2;4;2
"2599";54;12;3;1;1;2;3;2;1;1
"2600";54;12;4;1;2;1;3;1;1;3
"2601";55;1;1;1;2;2;1;2;2;1
"2602";55;1;2;1;2;1;2;2;2;1
"2603";55;1;3;2;2;2;2;2;3;1
"2604";55;1;4;2;1;1;3;2;3;1
"2605";55;2;1;1;1;1;1;1;2;4
"2606";55;2;2;1;1;2;3;2;2;2
"2607";55;2;3;1;1;1;2;2;1;4
"2608";55;2;4;1;1;1;2;2;4;1
"2609";55;3;1;2;1;2;2;2;3;5
"2610";55;3;2;2;1;1;1;1;2;4
"2611";55;3;3;2;2;1;3;1;4;1
"2612";55;3;4;1;1;1;1;2;4;1
"2613";55;4;1;2;1;1;3;1;2;4
"2614";55;4;2;2;1;1;1;1;4;4
"2615";55;4;3;2;2;2;1;2;4;4
"2616";55;4;4;2;2;2;1;1;3;2
"2617";55;5;1;1;1;1;3;2;3;5
"2618";55;5;2;1;1;2;2;1;2;4
"2619";55;5;3;1;2;2;2;1;3;3
"2620";55;5;4;1;2;2;2;1;4;1
"2621";55;6;1;1;1;1;3;2;2;5
"2622";55;6;2;1;2;1;1;2;1;2
"2623";55;6;3;2;2;2;1;1;3;4
"2624";55;6;4;1;2;2;3;1;2;5
"2625";55;7;1;2;1;1;1;2;2;1
"2626";55;7;2;2;1;1;1;2;3;1
"2627";55;7;3;2;1;1;3;1;4;1
"2628";55;7;4;1;1;1;1;1;3;4
"2629";55;8;1;2;1;2;3;2;3;2
"2630";55;8;2;1;2;1;3;2;3;4
"2631";55;8;3;2;2;1;2;1;3;4
"2632";55;8;4;1;1;1;2;1;2;4
"2633";55;9;1;2;1;1;1;1;2;4
"2634";55;9;2;1;2;1;3;2;2;2
"2635";55;9;3;1;2;1;3;1;4;1
"2636";55;9;4;2;2;1;1;2;1;2
"2637";55;10;1;2;2;1;1;1;1;5
"2638";55;10;2;1;1;2;3;2;4;2
"2639";55;10;3;1;1;1;2;2;3;2
"2640";55;10;4;1;2;1;2;1;3;1
"2641";55;11;1;2;2;2;3;2;3;1
"2642";55;11;2;2;2;2;2;1;2;2
"2643";55;11;3;1;1;2;3;1;1;1
"2644";55;11;4;1;2;1;3;2;4;3
"2645";55;12;1;1;2;2;3;1;3;5
"2646";55;12;2;1;2;2;1;1;4;4
"2647";55;12;3;1;1;1;3;2;4;2
"2648";55;12;4;1;1;2;3;1;3;5
"2649";56;1;1;1;2;2;1;1;1;2
"2650";56;1;2;2;2;1;1;1;2;1
"2651";56;1;3;1;2;2;2;1;2;5
"2652";56;1;4;1;2;2;2;1;1;5
"2653";56;2;1;2;1;1;3;1;2;2
"2654";56;2;2;1;1;2;1;2;2;5
"2655";56;2;3;1;2;1;2;1;3;2
"2656";56;2;4;2;1;1;2;1;1;1
"2657";56;3;1;1;2;1;2;1;4;4
"2658";56;3;2;1;2;1;3;1;3;1
"2659";56;3;3;1;2;1;3;1;3;4
"2660";56;3;4;2;2;2;2;2;3;3
"2661";56;4;1;2;1;2;3;2;4;2
"2662";56;4;2;2;1;1;3;1;2;2
"2663";56;4;3;1;2;1;1;2;3;4
"2664";56;4;4;1;1;2;2;1;2;2
"2665";56;5;1;2;1;1;2;2;4;4
"2666";56;5;2;1;1;1;1;2;4;4
"2667";56;5;3;1;2;2;1;2;2;1
"2668";56;5;4;2;2;2;1;2;4;2
"2669";56;6;1;2;2;1;1;2;2;1
"2670";56;6;2;1;1;1;3;2;4;1
"2671";56;6;3;2;1;1;1;2;1;3
"2672";56;6;4;1;2;1;1;1;1;2
"2673";56;7;1;2;1;2;2;1;3;2
"2674";56;7;2;1;1;1;2;2;1;3
"2675";56;7;3;2;2;2;2;1;2;1
"2676";56;7;4;2;2;2;3;1;4;2
"2677";56;8;1;2;2;2;1;2;2;3
"2678";56;8;2;1;1;2;1;1;1;5
"2679";56;8;3;1;1;1;1;2;3;2
"2680";56;8;4;2;2;1;1;1;3;2
"2681";56;9;1;2;2;1;1;2;1;4
"2682";56;9;2;2;1;1;1;1;1;4
"2683";56;9;3;2;2;2;3;1;4;3
"2684";56;9;4;1;2;2;1;2;2;5
"2685";56;10;1;1;1;2;3;2;3;2
"2686";56;10;2;1;2;1;1;1;1;4
"2687";56;10;3;1;2;1;1;2;4;2
"2688";56;10;4;1;1;2;3;2;3;3
"2689";56;11;1;1;2;1;3;1;4;3
"2690";56;11;2;1;1;1;3;1;3;2
"2691";56;11;3;2;1;1;1;2;2;1
"2692";56;11;4;2;2;2;1;1;1;2
"2693";56;12;1;2;2;2;2;1;2;3
"2694";56;12;2;1;1;1;2;2;1;4
"2695";56;12;3;1;2;2;1;2;1;1
"2696";56;12;4;2;1;2;3;1;3;5
"2697";57;1;1;1;1;2;3;2;2;2
"2698";57;1;2;2;1;2;3;2;2;4
"2699";57;1;3;1;1;2;3;1;1;2
"2700";57;1;4;1;2;1;2;2;2;1
"2701";57;2;1;2;1;2;1;1;3;5
"2702";57;2;2;1;2;1;3;1;3;1
"2703";57;2;3;1;1;1;2;2;1;5
"2704";57;2;4;1;1;1;2;1;3;5
"2705";57;3;1;2;2;1;3;2;2;4
"2706";57;3;2;2;2;2;1;1;2;5
"2707";57;3;3;2;2;1;2;2;3;4
"2708";57;3;4;2;1;2;1;2;4;2
"2709";57;4;1;1;1;2;3;1;4;2
"2710";57;4;2;1;2;2;1;2;1;5
"2711";57;4;3;2;2;1;3;2;1;4
"2712";57;4;4;2;2;2;1;2;4;4
"2713";57;5;1;2;2;2;1;2;1;4
"2714";57;5;2;1;1;1;1;1;1;1
"2715";57;5;3;2;1;1;1;2;2;3
"2716";57;5;4;2;1;1;2;1;1;3
"2717";57;6;1;2;2;2;1;2;3;2
"2718";57;6;2;2;2;1;3;2;1;4
"2719";57;6;3;1;1;1;3;2;1;1
"2720";57;6;4;2;1;2;2;2;3;5
"2721";57;7;1;1;1;1;3;2;4;5
"2722";57;7;2;2;2;2;3;1;4;5
"2723";57;7;3;2;2;2;1;1;3;2
"2724";57;7;4;1;2;1;1;1;4;3
"2725";57;8;1;1;2;2;3;2;1;4
"2726";57;8;2;1;2;1;2;2;4;4
"2727";57;8;3;2;2;2;2;1;2;4
"2728";57;8;4;2;1;1;3;2;4;4
"2729";57;9;1;1;1;2;3;2;3;3
"2730";57;9;2;1;1;1;1;1;4;2
"2731";57;9;3;2;1;1;1;2;2;2
"2732";57;9;4;1;1;2;2;1;4;3
"2733";57;10;1;2;2;1;3;2;2;3
"2734";57;10;2;1;2;1;3;2;2;5
"2735";57;10;3;1;1;2;2;1;1;3
"2736";57;10;4;1;1;1;2;2;1;3
"2737";57;11;1;1;1;2;2;1;1;2
"2738";57;11;2;2;1;1;1;1;2;1
"2739";57;11;3;1;1;1;2;2;2;5
"2740";57;11;4;1;2;2;3;1;2;4
"2741";57;12;1;2;2;1;1;2;3;5
"2742";57;12;2;1;1;1;1;1;2;3
"2743";57;12;3;2;2;1;2;1;3;1
"2744";57;12;4;2;1;1;3;2;4;4
"2745";58;1;1;2;1;2;1;1;1;3
"2746";58;1;2;2;1;2;1;1;4;1
"2747";58;1;3;1;1;1;3;1;3;4
"2748";58;1;4;1;2;2;3;2;1;2
"2749";58;2;1;2;2;2;1;1;2;4
"2750";58;2;2;2;2;2;1;1;3;3
"2751";58;2;3;2;2;2;2;2;1;4
"2752";58;2;4;1;2;2;3;2;4;3
"2753";58;3;1;2;2;2;2;1;4;1
"2754";58;3;2;2;1;1;3;2;1;1
"2755";58;3;3;2;2;2;1;2;2;2
"2756";58;3;4;1;2;2;2;2;3;5
"2757";58;4;1;2;2;1;2;2;1;5
"2758";58;4;2;1;1;2;1;2;2;1
"2759";58;4;3;1;1;1;2;2;2;2
"2760";58;4;4;1;2;2;2;2;4;5
"2761";58;5;1;2;2;2;3;2;4;5
"2762";58;5;2;2;1;2;1;1;1;2
"2763";58;5;3;2;1;1;1;1;2;3
"2764";58;5;4;1;2;1;1;2;3;2
"2765";58;6;1;2;2;1;2;2;2;4
"2766";58;6;2;2;2;1;3;2;1;1
"2767";58;6;3;2;2;2;2;1;4;3
"2768";58;6;4;1;1;2;3;2;3;5
"2769";58;7;1;2;1;1;3;1;4;5
"2770";58;7;2;2;2;1;3;2;1;3
"2771";58;7;3;2;1;2;2;2;1;2
"2772";58;7;4;2;1;1;1;2;1;5
"2773";58;8;1;1;1;2;1;2;3;1
"2774";58;8;2;2;2;2;1;2;1;2
"2775";58;8;3;2;1;1;2;1;3;4
"2776";58;8;4;1;2;1;3;1;2;5
"2777";58;9;1;2;1;2;2;1;4;1
"2778";58;9;2;2;2;1;1;2;3;1
"2779";58;9;3;1;1;1;2;1;1;5
"2780";58;9;4;2;2;2;2;2;1;4
"2781";58;10;1;1;2;1;3;2;2;2
"2782";58;10;2;2;1;2;3;2;1;3
"2783";58;10;3;1;1;1;3;2;2;4
"2784";58;10;4;1;1;1;2;2;4;3
"2785";58;11;1;2;2;1;1;1;2;1
"2786";58;11;2;1;2;2;1;1;2;1
"2787";58;11;3;1;2;2;2;1;4;1
"2788";58;11;4;1;1;2;2;1;4;4
"2789";58;12;1;2;2;1;2;1;4;5
"2790";58;12;2;1;2;2;2;1;4;3
"2791";58;12;3;2;1;2;1;1;1;1
"2792";58;12;4;2;1;2;1;2;4;2
"2793";59;1;1;1;1;2;1;1;3;5
"2794";59;1;2;2;1;2;3;1;4;5
"2795";59;1;3;2;1;2;3;2;1;4
"2796";59;1;4;1;1;2;2;1;2;1
"2797";59;2;1;2;1;2;3;2;1;1
"2798";59;2;2;1;1;2;3;1;2;2
"2799";59;2;3;1;1;2;3;2;4;2
"2800";59;2;4;1;1;2;2;1;2;2
"2801";59;3;1;2;1;2;3;2;3;3
"2802";59;3;2;1;1;1;3;2;3;3
"2803";59;3;3;2;1;2;1;2;2;2
"2804";59;3;4;1;1;2;3;2;1;2
"2805";59;4;1;2;2;1;1;1;1;3
"2806";59;4;2;1;1;2;2;2;1;1
"2807";59;4;3;1;2;1;1;2;2;1
"2808";59;4;4;1;2;1;1;2;4;3
"2809";59;5;1;2;1;1;2;2;2;3
"2810";59;5;2;1;2;2;1;2;2;3
"2811";59;5;3;2;2;1;2;1;2;5
"2812";59;5;4;1;2;1;2;2;4;2
"2813";59;6;1;1;2;2;1;2;4;5
"2814";59;6;2;2;2;2;1;1;1;1
"2815";59;6;3;2;1;1;3;2;2;5
"2816";59;6;4;2;2;2;1;1;2;2
"2817";59;7;1;1;2;2;3;2;2;1
"2818";59;7;2;2;2;1;2;2;4;5
"2819";59;7;3;2;2;2;3;1;1;1
"2820";59;7;4;2;2;2;2;1;1;3
"2821";59;8;1;2;2;2;1;1;1;2
"2822";59;8;2;1;2;1;1;2;2;1
"2823";59;8;3;1;2;1;2;1;3;4
"2824";59;8;4;2;1;1;2;1;4;2
"2825";59;9;1;1;1;2;1;1;2;5
"2826";59;9;2;2;2;2;1;1;1;1
"2827";59;9;3;1;1;2;2;1;1;3
"2828";59;9;4;2;1;1;2;1;4;3
"2829";59;10;1;1;2;2;1;2;3;2
"2830";59;10;2;2;2;1;1;2;1;2
"2831";59;10;3;1;2;1;3;2;3;5
"2832";59;10;4;2;2;2;1;2;3;5
"2833";59;11;1;1;1;2;1;2;2;2
"2834";59;11;2;1;2;2;3;2;2;2
"2835";59;11;3;2;1;2;2;1;4;1
"2836";59;11;4;1;2;2;2;1;3;2
"2837";59;12;1;2;2;1;2;2;1;4
"2838";59;12;2;2;2;1;1;2;2;1
"2839";59;12;3;1;1;2;1;1;3;4
"2840";59;12;4;1;1;2;2;1;3;5
"2841";60;1;1;1;1;2;3;1;3;1
"2842";60;1;2;2;1;1;1;2;1;4
"2843";60;1;3;2;2;1;1;2;3;2
"2844";60;1;4;1;1;2;3;1;3;4
"2845";60;2;1;2;1;1;2;2;3;1
"2846";60;2;2;2;1;2;2;2;1;3
"2847";60;2;3;1;2;1;3;1;2;4
"2848";60;2;4;2;1;1;3;1;4;3
