"";"Version..0...Fixed.Task.";"Task";"Concept";"Att.1...Doppelseitiges.Drucken";"Att.2...Scan.Funktion";"Att.3...Eco.Modus";"Att.4...Kosten.pro.Seite..in.cent.";"Att.5...Heft..und.Lochfunktion";"Att.6...Sterne.Bewertung.von.1..schlecht..bis.5..gut.";"Att.7...Preis"
"8062";168;10;2;1;2;1;1;2;4;2
"8063";168;10;3;2;2;2;2;1;2;2
"8064";168;10;4;1;2;2;3;1;3;4
"8065";168;11;1;2;2;2;1;1;2;4
"8066";168;11;2;1;2;2;2;1;3;1
"8067";168;11;3;2;2;2;2;1;1;5
"8068";168;11;4;2;2;2;2;1;2;1
"8069";168;12;1;2;1;1;2;1;3;3
"8070";168;12;2;1;1;1;2;2;2;3
"8071";168;12;3;2;2;2;1;2;3;4
"8072";168;12;4;2;1;1;3;2;2;2
"8073";169;1;1;2;2;1;1;2;2;4
"8074";169;1;2;1;2;1;3;2;3;5
"8075";169;1;3;2;2;2;1;2;4;5
"8076";169;1;4;1;2;2;2;2;1;5
"8077";169;2;1;1;1;1;2;2;1;4
"8078";169;2;2;2;2;2;3;1;4;2
"8079";169;2;3;1;2;1;2;2;4;1
"8080";169;2;4;1;2;1;3;1;3;3
"8081";169;3;1;1;2;1;1;2;4;4
"8082";169;3;2;2;2;1;3;2;4;5
"8083";169;3;3;1;1;1;2;2;2;3
"8084";169;3;4;1;1;2;2;2;1;4
"8085";169;4;1;1;1;1;1;1;4;5
"8086";169;4;2;1;2;2;2;2;4;5
"8087";169;4;3;1;1;2;3;2;1;5
"8088";169;4;4;1;1;1;3;1;2;4
"8089";169;5;1;2;2;1;3;1;2;4
"8090";169;5;2;2;2;1;2;2;2;2
"8091";169;5;3;1;1;1;2;2;2;5
"8092";169;5;4;2;1;1;2;1;2;4
"8093";169;6;1;1;1;2;1;1;4;3
"8094";169;6;2;1;2;1;1;1;3;2
"8095";169;6;3;2;2;1;3;1;1;1
"8096";169;6;4;2;1;1;2;1;2;3
"8097";169;7;1;1;2;2;3;2;2;1
"8098";169;7;2;2;2;1;2;1;2;5
"8099";169;7;3;1;2;1;2;2;2;2
"8100";169;7;4;2;1;1;1;2;1;2
"8101";169;8;1;1;2;2;3;2;3;3
"8102";169;8;2;2;1;1;3;1;2;5
"8103";169;8;3;2;2;2;1;2;2;4
"8104";169;8;4;2;1;2;3;2;3;1
"8105";169;9;1;2;1;2;3;1;4;4
"8106";169;9;2;1;1;2;2;1;4;3
"8107";169;9;3;2;2;2;2;2;1;3
"8108";169;9;4;2;2;1;3;2;3;4
"8109";169;10;1;1;1;1;1;2;3;1
"8110";169;10;2;2;2;1;2;1;1;2
"8111";169;10;3;1;2;1;1;2;3;5
"8112";169;10;4;2;2;1;2;1;3;4
"8113";169;11;1;1;2;1;3;1;2;4
"8114";169;11;2;1;2;2;1;2;1;1
"8115";169;11;3;2;2;1;3;2;3;4
"8116";169;11;4;2;2;2;3;1;2;3
"8117";169;12;1;2;2;1;2;1;1;3
"8118";169;12;2;2;1;2;3;1;3;3
"8119";169;12;3;2;2;2;1;1;1;3
"8120";169;12;4;1;2;2;1;1;2;3
"8121";170;1;1;1;1;2;3;2;3;1
"8122";170;1;2;2;1;2;1;1;4;4
"8123";170;1;3;2;2;2;3;2;3;2
"8124";170;1;4;1;1;2;3;1;4;3
"8125";170;2;1;1;2;2;2;2;3;1
"8126";170;2;2;1;2;2;1;2;1;5
"8127";170;2;3;2;2;2;2;2;2;5
"8128";170;2;4;1;2;1;1;1;2;5
"8129";170;3;1;2;2;2;3;2;4;5
"8130";170;3;2;2;2;1;1;1;1;3
"8131";170;3;3;1;2;1;2;2;3;1
"8132";170;3;4;2;1;2;1;2;2;2
"8133";170;4;1;2;2;2;3;1;3;2
"8134";170;4;2;2;2;1;3;1;3;4
"8135";170;4;3;1;1;1;1;1;2;5
"8136";170;4;4;2;2;2;2;2;4;5
"8137";170;5;1;2;2;2;2;1;3;4
"8138";170;5;2;2;2;1;2;2;4;1
"8139";170;5;3;1;1;1;1;1;4;2
"8140";170;5;4;1;1;1;2;1;3;3
"8141";170;6;1;2;1;1;1;1;1;5
"8142";170;6;2;1;1;1;2;2;4;5
"8143";170;6;3;1;1;2;3;1;3;1
"8144";170;6;4;2;1;2;1;1;3;1
"8145";170;7;1;1;1;1;1;2;1;4
"8146";170;7;2;1;1;1;1;1;1;4
"8147";170;7;3;1;2;2;1;1;2;5
"8148";170;7;4;1;2;1;2;1;2;4
"8149";170;8;1;1;2;2;2;1;4;1
"8150";170;8;2;2;1;1;3;1;2;1
"8151";170;8;3;2;2;2;3;2;1;4
"8152";170;8;4;1;1;1;1;1;4;4
"8153";170;9;1;2;2;2;1;2;3;3
"8154";170;9;2;1;1;2;2;2;4;1
"8155";170;9;3;2;2;2;2;2;3;5
"8156";170;9;4;1;2;2;2;1;3;2
"8157";170;10;1;1;1;1;3;1;4;1
"8158";170;10;2;1;2;2;2;1;4;5
"8159";170;10;3;2;1;1;3;2;2;2
"8160";170;10;4;2;2;2;1;1;1;3
"8161";170;11;1;1;2;1;2;2;2;2
"8162";170;11;2;1;1;2;2;2;2;1
"8163";170;11;3;2;1;1;2;2;1;1
"8164";170;11;4;2;2;1;3;2;2;5
"8165";170;12;1;2;1;2;1;2;1;3
"8166";170;12;2;1;1;1;1;1;2;3
"8167";170;12;3;2;1;1;3;1;3;1
"8168";170;12;4;2;1;1;2;1;2;3
"8169";171;1;1;2;1;1;1;2;1;2
"8170";171;1;2;2;1;1;2;1;4;3
"8171";171;1;3;2;1;1;1;1;1;5
"8172";171;1;4;2;2;2;3;1;4;5
"8173";171;2;1;2;2;2;2;2;1;1
"8174";171;2;2;2;1;2;3;1;3;4
"8175";171;2;3;2;1;2;3;2;1;3
"8176";171;2;4;1;2;1;1;1;4;1
"8177";171;3;1;2;2;1;1;1;3;2
"8178";171;3;2;1;1;2;1;1;3;1
"8179";171;3;3;1;1;2;3;2;1;1
"8180";171;3;4;1;1;1;1;2;4;2
"8181";171;4;1;2;1;2;3;1;2;3
"8182";171;4;2;2;2;1;3;2;3;3
"8183";171;4;3;1;1;2;2;2;2;3
"8184";171;4;4;1;1;2;3;2;1;3
"8185";171;5;1;2;2;2;2;1;2;3
"8186";171;5;2;1;1;2;2;1;1;2
"8187";171;5;3;2;2;1;1;2;1;5
"8188";171;5;4;2;1;2;1;2;4;1
"8189";171;6;1;1;1;2;1;2;1;2
"8190";171;6;2;1;2;2;2;1;1;3
"8191";171;6;3;1;1;2;1;1;3;1
"8192";171;6;4;1;2;1;1;1;4;2
"8193";171;7;1;1;1;2;1;2;4;4
"8194";171;7;2;1;2;2;1;1;2;5
"8195";171;7;3;2;2;2;1;2;3;4
"8196";171;7;4;1;1;1;1;1;4;2
"8197";171;8;1;1;2;2;3;2;3;1
"8198";171;8;2;1;2;2;3;1;2;5
"8199";171;8;3;1;1;2;2;1;2;1
"8200";171;8;4;1;1;1;1;2;2;4
"8201";171;9;1;2;2;2;1;1;4;4
"8202";171;9;2;1;2;2;3;2;3;5
"8203";171;9;3;2;2;2;1;1;2;1
"8204";171;9;4;1;1;2;3;2;3;4
"8205";171;10;1;2;2;2;3;2;1;4
"8206";171;10;2;2;1;2;3;1;2;1
"8207";171;10;3;2;1;2;2;2;3;3
"8208";171;10;4;2;1;2;1;2;3;5
"8209";171;11;1;1;1;1;2;1;2;1
"8210";171;11;2;2;1;1;3;2;1;5
"8211";171;11;3;1;2;2;2;2;2;1
"8212";171;11;4;2;1;2;3;2;3;1
"8213";171;12;1;2;2;2;3;2;3;4
"8214";171;12;2;2;1;2;2;2;3;3
"8215";171;12;3;1;1;2;2;2;3;5
"8216";171;12;4;2;1;1;1;1;1;4
"8217";172;1;1;1;1;2;2;1;3;3
"8218";172;1;2;2;1;1;3;1;2;4
"8219";172;1;3;2;2;1;2;2;4;2
"8220";172;1;4;1;1;1;1;1;2;3
"8221";172;2;1;2;1;2;3;1;1;1
"8222";172;2;2;2;2;2;1;2;3;3
"8223";172;2;3;2;2;1;1;2;2;3
"8224";172;2;4;2;2;2;1;2;4;3
"8225";172;3;1;1;1;1;2;1;3;4
"8226";172;3;2;1;2;1;1;2;4;2
"8227";172;3;3;2;2;2;1;2;3;5
"8228";172;3;4;1;2;1;3;1;2;4
"8229";172;4;1;1;1;2;1;1;3;4
"8230";172;4;2;2;2;1;1;1;1;4
"8231";172;4;3;1;2;2;3;2;4;2
"8232";172;4;4;2;1;2;3;2;1;4
"8233";172;5;1;2;2;2;2;2;2;4
"8234";172;5;2;1;2;1;2;2;4;1
"8235";172;5;3;2;2;1;3;1;2;2
"8236";172;5;4;2;1;2;3;2;4;3
"8237";172;6;1;1;1;2;2;1;1;5
"8238";172;6;2;1;1;1;1;1;2;3
"8239";172;6;3;2;1;1;2;1;1;3
"8240";172;6;4;2;1;1;2;2;3;3
"8241";172;7;1;2;2;2;3;2;3;1
"8242";172;7;2;1;1;1;3;1;3;5
"8243";172;7;3;2;1;1;2;1;1;1
"8244";172;7;4;1;1;1;2;2;3;1
"8245";172;8;1;1;1;1;3;2;2;1
"8246";172;8;2;1;1;2;3;1;3;1
"8247";172;8;3;1;2;2;2;1;3;4
"8248";172;8;4;2;2;1;2;2;1;2
"8249";172;9;1;1;1;1;1;2;4;3
"8250";172;9;2;2;1;2;2;2;2;4
"8251";172;9;3;1;1;2;3;2;3;3
"8252";172;9;4;2;2;2;2;1;1;3
"8253";172;10;1;1;2;1;1;1;3;3
"8254";172;10;2;2;1;1;3;1;1;1
"8255";172;10;3;2;2;1;2;2;1;4
"8256";172;10;4;2;2;1;1;2;3;4
"8257";172;11;1;2;1;1;3;1;3;5
"8258";172;11;2;1;2;1;1;2;4;2
"8259";172;11;3;2;1;1;2;1;4;4
"8260";172;11;4;1;2;1;3;2;4;4
"8261";172;12;1;1;1;2;1;1;1;2
"8262";172;12;2;2;1;1;1;1;3;5
"8263";172;12;3;2;1;1;2;2;3;1
"8264";172;12;4;1;2;1;3;1;3;2
"8265";173;1;1;2;1;2;3;1;2;4
"8266";173;1;2;2;2;1;3;2;1;5
"8267";173;1;3;2;1;2;2;2;2;5
"8268";173;1;4;2;1;2;3;2;4;4
"8269";173;2;1;2;1;2;2;1;1;1
"8270";173;2;2;2;1;2;1;2;1;5
"8271";173;2;3;1;2;1;1;1;2;3
"8272";173;2;4;1;2;2;1;1;1;2
"8273";173;3;1;2;2;2;1;2;1;3
"8274";173;3;2;1;1;2;1;1;3;5
"8275";173;3;3;2;1;2;2;1;4;2
"8276";173;3;4;2;1;1;3;2;3;4
"8277";173;4;1;1;1;1;3;2;3;3
"8278";173;4;2;1;2;2;2;2;4;3
"8279";173;4;3;1;2;2;3;1;4;4
"8280";173;4;4;1;1;1;2;1;3;2
"8281";173;5;1;1;1;2;3;2;3;1
"8282";173;5;2;2;2;1;2;1;2;4
"8283";173;5;3;1;2;2;3;2;2;3
"8284";173;5;4;2;1;1;2;2;4;3
"8285";173;6;1;1;1;2;2;1;2;1
"8286";173;6;2;2;2;1;1;2;3;4
"8287";173;6;3;1;1;2;1;2;4;3
"8288";173;6;4;1;2;2;1;2;4;5
"8289";173;7;1;2;1;1;1;2;4;4
"8290";173;7;2;2;1;1;2;2;2;1
"8291";173;7;3;1;2;1;1;2;1;2
"8292";173;7;4;2;1;2;3;2;3;1
"8293";173;8;1;1;2;1;2;1;2;2
"8294";173;8;2;1;1;2;3;2;4;2
"8295";173;8;3;2;2;2;2;1;1;2
"8296";173;8;4;1;2;2;1;1;2;5
"8297";173;9;1;2;2;2;3;1;2;3
"8298";173;9;2;1;2;1;1;2;3;5
"8299";173;9;3;1;2;2;1;1;4;5
"8300";173;9;4;2;2;1;2;2;1;5
"8301";173;10;1;1;1;1;1;2;2;4
"8302";173;10;2;2;1;1;3;1;3;1
"8303";173;10;3;1;2;1;1;2;4;2
"8304";173;10;4;1;1;2;1;2;3;2
"8305";173;11;1;1;2;1;1;2;4;1
"8306";173;11;2;2;2;1;2;2;4;3
"8307";173;11;3;2;2;1;2;1;3;5
"8308";173;11;4;2;2;1;1;2;3;4
"8309";173;12;1;2;2;2;1;1;2;2
"8310";173;12;2;1;1;2;1;1;3;1
"8311";173;12;3;1;2;1;1;2;2;3
"8312";173;12;4;1;2;2;2;1;2;1
"8313";174;1;1;1;2;1;2;2;4;1
"8314";174;1;2;2;2;2;1;2;1;3
"8315";174;1;3;2;1;2;2;1;3;2
"8316";174;1;4;1;2;2;1;2;1;2
"8317";174;2;1;2;2;1;2;1;4;4
"8318";174;2;2;2;2;1;2;1;3;2
"8319";174;2;3;2;1;1;2;2;3;3
"8320";174;2;4;1;2;2;3;2;2;4
"8321";174;3;1;1;2;2;1;1;4;3
"8322";174;3;2;2;1;1;1;2;1;2
"8323";174;3;3;2;1;2;1;2;2;4
"8324";174;3;4;2;1;1;1;1;1;2
"8325";174;4;1;1;2;2;1;1;3;1
"8326";174;4;2;2;1;1;2;1;1;4
"8327";174;4;3;1;2;1;3;2;1;3
"8328";174;4;4;2;1;2;3;2;3;2
"8329";174;5;1;1;2;2;2;2;3;1
"8330";174;5;2;1;1;2;1;1;3;3
"8331";174;5;3;2;2;1;1;2;2;5
"8332";174;5;4;2;2;2;3;2;1;5
"8333";174;6;1;2;2;1;2;2;2;1
"8334";174;6;2;1;1;1;3;2;1;3
"8335";174;6;3;2;2;1;2;1;1;1
"8336";174;6;4;1;2;2;3;2;4;5
"8337";174;7;1;2;1;2;1;2;2;2
"8338";174;7;2;1;2;2;3;1;4;3
"8339";174;7;3;2;2;1;2;2;1;4
"8340";174;7;4;2;1;2;3;2;2;5
"8341";174;8;1;1;2;1;2;2;3;4
"8342";174;8;2;2;2;2;1;2;4;3
"8343";174;8;3;2;1;1;3;1;3;4
"8344";174;8;4;2;1;1;3;2;4;4
"8345";174;9;1;2;2;1;2;2;3;5
"8346";174;9;2;1;2;2;1;1;1;2
"8347";174;9;3;1;1;1;3;2;2;1
"8348";174;9;4;2;1;1;2;1;2;1
"8349";174;10;1;2;1;1;2;2;4;5
"8350";174;10;2;2;1;1;3;2;2;2
"8351";174;10;3;2;2;2;3;1;2;3
"8352";174;10;4;1;1;1;1;1;1;2
"8353";174;11;1;2;2;2;2;1;1;2
"8354";174;11;2;1;1;2;2;2;2;2
"8355";174;11;3;1;1;2;2;1;4;4
"8356";174;11;4;2;2;2;1;2;1;2
"8357";174;12;1;1;1;2;2;1;1;3
"8358";174;12;2;2;1;2;2;2;3;3
"8359";174;12;3;1;2;1;3;1;4;2
"8360";174;12;4;1;2;1;2;1;3;3
"8361";175;1;1;1;2;2;1;2;3;4
"8362";175;1;2;1;2;1;3;1;2;1
"8363";175;1;3;2;2;2;3;2;3;3
"8364";175;1;4;2;2;2;1;1;2;5
"8365";175;2;1;2;2;1;3;2;1;5
"8366";175;2;2;1;2;2;1;2;3;4
"8367";175;2;3;1;1;2;1;1;3;3
"8368";175;2;4;1;2;1;3;1;3;1
"8369";175;3;1;2;1;2;1;2;1;3
"8370";175;3;2;2;1;1;2;2;3;5
"8371";175;3;3;2;2;2;3;2;4;1
"8372";175;3;4;1;2;2;2;1;2;2
"8373";175;4;1;1;1;1;3;1;1;2
"8374";175;4;2;1;2;1;3;1;4;2
"8375";175;4;3;2;1;2;1;1;1;5
"8376";175;4;4;2;2;1;2;2;1;2
"8377";175;5;1;1;1;1;1;2;3;1
"8378";175;5;2;1;2;2;1;1;4;4
"8379";175;5;3;2;2;2;3;2;4;4
"8380";175;5;4;1;2;2;2;2;3;1
"8381";175;6;1;2;2;2;1;2;2;4
"8382";175;6;2;2;1;2;1;1;3;5
"8383";175;6;3;2;1;2;1;1;2;4
"8384";175;6;4;2;2;2;2;2;1;2
"8385";175;7;1;2;2;2;2;2;3;2
"8386";175;7;2;2;2;1;2;2;4;1
"8387";175;7;3;2;2;2;3;2;1;3
"8388";175;7;4;1;1;2;2;2;1;4
"8389";175;8;1;2;1;2;1;1;2;5
"8390";175;8;2;1;2;2;3;1;2;1
"8391";175;8;3;1;1;1;3;1;2;4
"8392";175;8;4;2;1;1;3;1;1;4
"8393";175;9;1;2;1;2;2;2;2;5
"8394";175;9;2;1;2;2;3;1;4;3
"8395";175;9;3;1;2;2;1;1;3;4
"8396";175;9;4;2;1;1;3;2;3;5
"8397";175;10;1;1;2;1;1;1;4;1
"8398";175;10;2;1;2;1;2;1;3;2
"8399";175;10;3;1;1;2;2;2;1;2
"8400";175;10;4;2;2;1;2;2;1;4
"8401";175;11;1;1;1;1;3;2;4;2
"8402";175;11;2;2;2;1;1;2;1;1
"8403";175;11;3;2;2;1;2;2;2;4
"8404";175;11;4;2;1;2;1;2;4;2
"8405";175;12;1;1;1;2;2;2;4;4
"8406";175;12;2;1;2;1;3;2;1;1
"8407";175;12;3;2;2;1;2;1;2;5
"8408";175;12;4;2;1;2;1;2;4;3
"8409";176;1;1;1;1;1;2;2;4;2
"8410";176;1;2;2;2;1;3;2;1;1
"8411";176;1;3;2;1;1;2;1;2;1
"8412";176;1;4;2;1;1;1;1;1;1
"8413";176;2;1;1;1;1;3;2;3;2
"8414";176;2;2;1;2;1;3;1;2;2
"8415";176;2;3;2;2;1;1;2;2;5
"8416";176;2;4;1;1;1;3;2;2;4
"8417";176;3;1;2;2;1;3;1;4;1
"8418";176;3;2;2;1;2;3;1;1;2
"8419";176;3;3;2;1;1;3;1;4;2
"8420";176;3;4;1;1;2;2;1;2;1
"8421";176;4;1;2;2;1;2;2;3;5
"8422";176;4;2;1;2;1;3;2;3;3
"8423";176;4;3;1;1;2;1;1;4;5
"8424";176;4;4;2;1;1;2;2;2;5
"8425";176;5;1;1;1;2;1;1;2;2
"8426";176;5;2;1;2;2;3;1;4;5
"8427";176;5;3;1;1;2;1;1;2;4
"8428";176;5;4;2;2;1;1;1;4;5
"8429";176;6;1;2;2;1;1;2;1;3
"8430";176;6;2;1;2;2;1;2;3;3
"8431";176;6;3;1;1;1;3;2;3;4
"8432";176;6;4;1;1;1;1;2;4;4
"8433";176;7;1;1;2;2;1;1;3;5
"8434";176;7;2;1;2;1;2;1;2;1
"8435";176;7;3;2;1;1;2;2;1;4
"8436";176;7;4;2;1;2;3;1;1;3
"8437";176;8;1;1;1;1;1;2;4;2
"8438";176;8;2;1;1;2;3;1;2;5
"8439";176;8;3;1;1;2;1;1;1;5
"8440";176;8;4;1;2;1;2;2;4;4
"8441";176;9;1;1;2;1;1;1;2;2
"8442";176;9;2;1;2;2;2;1;3;1
"8443";176;9;3;2;1;2;3;2;1;2
"8444";176;9;4;2;1;1;1;1;1;4
"8445";176;10;1;2;1;2;2;2;4;1
"8446";176;10;2;2;1;1;1;1;2;5
"8447";176;10;3;2;2;1;3;1;4;4
"8448";176;10;4;2;1;2;1;1;1;5
"8449";176;11;1;2;1;1;1;1;4;2
"8450";176;11;2;2;2;2;3;1;1;1
"8451";176;11;3;1;2;1;3;1;3;1
"8452";176;11;4;2;1;2;1;1;1;1
"8453";176;12;1;2;1;2;2;1;1;2
"8454";176;12;2;1;1;1;3;1;4;5
"8455";176;12;3;2;2;1;1;1;1;3
"8456";176;12;4;1;1;1;1;2;2;1
"8457";177;1;1;1;2;2;3;2;1;1
"8458";177;1;2;2;1;2;1;1;3;2
"8459";177;1;3;2;2;1;1;1;2;3
"8460";177;1;4;1;2;1;2;2;4;5
"8461";177;2;1;2;1;1;1;2;2;1
"8462";177;2;2;1;1;2;1;1;2;5
"8463";177;2;3;2;2;1;3;2;1;3
"8464";177;2;4;2;2;1;3;2;4;1
"8465";177;3;1;2;1;1;2;1;3;5
"8466";177;3;2;2;1;2;1;1;3;5
"8467";177;3;3;2;1;2;2;2;3;5
"8468";177;3;4;1;2;1;1;1;1;3
"8469";177;4;1;2;1;1;1;1;1;3
"8470";177;4;2;2;2;2;1;2;3;1
"8471";177;4;3;2;2;2;1;2;2;2
"8472";177;4;4;1;1;2;3;2;1;2
"8473";177;5;1;1;2;2;3;1;3;4
"8474";177;5;2;1;1;1;2;1;1;4
"8475";177;5;3;1;1;1;2;2;3;3
"8476";177;5;4;1;2;2;3;1;2;4
"8477";177;6;1;1;2;2;1;2;3;5
"8478";177;6;2;1;2;2;2;2;3;4
"8479";177;6;3;2;2;2;1;1;2;3
"8480";177;6;4;2;1;2;1;1;4;1
"8481";177;7;1;2;2;2;2;1;1;4
"8482";177;7;2;1;1;2;3;1;4;2
"8483";177;7;3;2;1;1;3;2;1;5
"8484";177;7;4;2;2;1;3;2;1;2
"8485";177;8;1;2;1;1;1;1;3;5
"8486";177;8;2;2;2;1;2;1;4;4
"8487";177;8;3;2;2;1;2;2;3;2
"8488";177;8;4;2;1;2;1;2;2;1
"8489";177;9;1;2;2;2;3;2;1;2
"8490";177;9;2;1;2;1;1;2;4;5
"8491";177;9;3;2;2;2;3;2;4;4
"8492";177;9;4;2;2;2;2;1;3;2
"8493";177;10;1;2;2;1;2;1;3;2
"8494";177;10;2;2;1;1;1;2;2;4
"8495";177;10;3;2;2;2;2;2;2;2
"8496";177;10;4;2;1;1;2;1;1;2
"8497";177;11;1;2;1;2;1;1;1;2
"8498";177;11;2;2;2;2;1;1;4;3
"8499";177;11;3;1;2;2;2;1;3;5
"8500";177;11;4;1;2;1;2;2;1;5
"8501";177;12;1;2;1;1;1;1;1;4
"8502";177;12;2;2;2;1;2;1;4;1
"8503";177;12;3;2;2;1;2;1;4;3
"8504";177;12;4;2;2;2;1;2;4;1
"8505";178;1;1;2;2;1;3;1;1;4
"8506";178;1;2;1;2;1;2;1;3;4
"8507";178;1;3;2;2;2;1;2;4;2
"8508";178;1;4;2;1;2;2;2;1;5
"8509";178;2;1;1;1;1;3;2;2;5
"8510";178;2;2;2;2;1;1;1;2;4
"8511";178;2;3;1;2;1;1;1;3;4
"8512";178;2;4;2;1;1;1;1;1;4
"8513";178;3;1;1;1;1;2;1;1;2
"8514";178;3;2;1;2;2;3;2;3;1
"8515";178;3;3;2;1;1;1;2;3;2
"8516";178;3;4;2;2;1;1;2;4;1
"8517";178;4;1;1;1;1;3;2;3;2
"8518";178;4;2;2;2;1;3;2;3;2
"8519";178;4;3;2;1;1;2;2;4;1
"8520";178;4;4;1;2;2;1;2;3;3
"8521";178;5;1;1;1;2;1;1;2;2
"8522";178;5;2;2;1;1;2;1;1;3
"8523";178;5;3;2;1;2;1;1;1;4
"8524";178;5;4;1;2;2;1;1;1;1
"8525";178;6;1;2;1;1;1;1;2;4
"8526";178;6;2;1;2;2;3;1;2;3
"8527";178;6;3;1;1;2;3;2;1;4
"8528";178;6;4;2;1;1;2;1;4;3
"8529";178;7;1;2;1;1;1;2;1;3
"8530";178;7;2;1;1;2;1;2;2;2
"8531";178;7;3;2;1;2;2;1;4;4
"8532";178;7;4;1;1;2;2;2;4;1
"8533";178;8;1;1;1;1;2;2;3;5
"8534";178;8;2;2;1;2;1;2;3;5
"8535";178;8;3;1;1;2;3;1;4;4
"8536";178;8;4;2;1;2;3;1;2;4
"8537";178;9;1;2;2;1;2;2;2;1
"8538";178;9;2;1;1;1;2;2;4;1
"8539";178;9;3;2;1;2;3;1;3;2
"8540";178;9;4;1;2;1;3;1;4;2
"8541";178;10;1;1;2;1;1;2;2;5
"8542";178;10;2;2;2;1;3;1;1;4
"8543";178;10;3;2;1;1;3;2;4;4
"8544";178;10;4;1;1;1;2;2;4;1
"8545";178;11;1;2;2;1;3;2;3;2
"8546";178;11;2;1;2;1;3;1;4;2
"8547";178;11;3;1;1;2;2;1;4;4
"8548";178;11;4;1;2;1;3;1;3;3
"8549";178;12;1;1;1;1;2;2;2;1
"8550";178;12;2;2;2;2;1;1;2;3
"8551";178;12;3;1;2;2;3;2;3;1
"8552";178;12;4;2;2;2;2;2;2;2
"8553";179;1;1;1;1;1;2;1;2;3
"8554";179;1;2;2;1;1;1;2;4;5
"8555";179;1;3;1;2;1;3;2;1;3
"8556";179;1;4;1;2;1;2;2;4;2
"8557";179;2;1;2;2;1;1;1;1;1
"8558";179;2;2;2;1;2;2;2;3;4
"8559";179;2;3;2;1;1;1;1;2;3
"8560";179;2;4;1;1;2;3;1;2;2
"8561";179;3;1;1;1;1;3;2;4;4
"8562";179;3;2;2;1;2;1;1;1;4
"8563";179;3;3;1;2;1;3;1;2;1
"8564";179;3;4;2;1;2;2;1;1;2
"8565";179;4;1;2;1;1;1;1;2;2
"8566";179;4;2;2;1;2;2;2;2;1
"8567";179;4;3;1;1;1;2;2;3;4
"8568";179;4;4;2;2;2;3;1;2;4
"8569";179;5;1;2;2;2;2;1;1;4
"8570";179;5;2;2;2;2;1;2;3;5
"8571";179;5;3;2;2;2;1;1;3;5
"8572";179;5;4;2;2;1;1;2;1;1
"8573";179;6;1;1;2;1;3;1;2;3
"8574";179;6;2;1;2;1;1;1;2;5
"8575";179;6;3;2;2;1;1;2;3;3
"8576";179;6;4;1;2;1;1;1;4;1
"8577";179;7;1;2;1;1;1;2;1;1
"8578";179;7;2;1;1;1;2;1;4;3
"8579";179;7;3;2;2;2;1;2;3;4
"8580";179;7;4;2;2;2;1;1;4;2
"8581";179;8;1;2;2;2;2;1;4;2
"8582";179;8;2;2;2;1;3;2;3;1
"8583";179;8;3;1;2;2;1;1;3;1
"8584";179;8;4;1;1;1;1;1;4;1
"8585";179;9;1;2;2;2;2;1;4;5
"8586";179;9;2;2;1;2;3;1;1;3
"8587";179;9;3;2;1;2;3;2;1;1
"8588";179;9;4;2;2;2;2;1;2;4
"8589";179;10;1;2;1;2;3;1;1;3
"8590";179;10;2;1;2;2;2;1;4;5
"8591";179;10;3;1;1;2;1;2;3;3
"8592";179;10;4;1;1;2;2;1;3;1
"8593";179;11;1;2;1;1;1;1;2;3
"8594";179;11;2;1;1;1;1;1;3;4
"8595";179;11;3;1;2;1;1;2;2;2
"8596";179;11;4;1;2;2;3;1;3;4
"8597";179;12;1;2;2;2;3;1;2;4
"8598";179;12;2;2;2;1;3;2;4;3
"8599";179;12;3;1;2;1;1;1;2;4
"8600";179;12;4;1;1;2;2;1;1;5
"8601";180;1;1;1;2;2;1;2;1;1
"8602";180;1;2;1;2;2;3;2;2;4
"8603";180;1;3;1;1;2;3;1;3;1
"8604";180;1;4;2;1;1;1;1;2;1
"8605";180;2;1;1;2;1;3;2;3;5
"8606";180;2;2;1;2;2;3;2;3;1
"8607";180;2;3;2;2;2;1;1;3;3
"8608";180;2;4;2;2;2;1;2;2;1
"8609";180;3;1;2;2;1;1;2;1;5
"8610";180;3;2;2;2;2;2;1;4;3
"8611";180;3;3;2;2;1;3;1;2;1
"8612";180;3;4;2;1;1;1;2;1;5
"8613";180;4;1;1;1;1;2;2;4;3
"8614";180;4;2;2;1;1;3;2;2;1
"8615";180;4;3;2;1;1;2;2;1;1
"8616";180;4;4;1;1;1;1;1;3;2
"8617";180;5;1;1;2;1;3;1;4;4
"8618";180;5;2;2;2;2;2;1;3;3
"8619";180;5;3;1;2;1;3;1;3;3
"8620";180;5;4;2;2;1;2;2;4;1
"8621";180;6;1;2;1;2;2;2;3;3
"8622";180;6;2;2;1;1;1;2;2;3
"8623";180;6;3;1;1;2;1;1;2;4
"8624";180;6;4;1;1;1;2;1;1;1
"8625";180;7;1;2;1;2;1;1;4;3
"8626";180;7;2;1;2;2;2;2;2;2
"8627";180;7;3;2;1;1;2;1;2;4
"8628";180;7;4;2;2;1;3;2;3;2
"8629";180;8;1;1;2;1;2;1;1;2
"8630";180;8;2;2;2;1;2;1;2;3
"8631";180;8;3;1;2;2;1;1;3;2
"8632";180;8;4;1;1;2;3;1;4;3
"8633";180;9;1;2;1;1;1;2;4;1
"8634";180;9;2;2;1;1;2;1;1;5
"8635";180;9;3;2;2;1;3;1;1;2
"8636";180;9;4;1;2;1;1;1;4;4
"8637";180;10;1;2;1;1;1;1;4;5
